procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 205072 220064016  31008 33515660    2    2   549  1246    0    0 15  3 79  3  0
 7 46 205072 219584512  31544 33515724    0    0 248545 64128 61789 117961  7  2 79 13  0
 2 42 205072 219293984  31544 33514912    0    0 252188 210221 88013 175128  4  2 59 35  0
 0 48 205072 219000880  31544 33514820    0    0 257360 208212 87077 170180  5  2 59 34  0
 1 44 205072 218724384  31544 33513880    0    0 259728 205641 93146 180869  5  2 59 34  0
 3 40 205072 218445392  31544 33513560    0    0 233824 228240 96490 186974  5  2 58 36  0
 8 36 205072 218175440  31552 33513400    0    0 254816 209277 103552 199696  5  2 59 34  0
 1 48 205072 217916288  31552 33513304    0    0 232800 232984 93856 182671  5  2 58 35  0
14 33 205072 217675968  31552 33513128    0    0 227632 239362 93804 184113  5  2 59 35  0
 1 38 205072 217396352  31552 33512968    0    0 249872 216368 102863 198549  5  2 59 34  0
 7 39 205072 217105616  31552 33512912    0    0 273552 188247 112783 225029  6  2 57 35  0
 9 35 205072 216777760  31560 33512864    0    0 295136 167157 135135 272677  7  2 55 35  0
13 31 205072 216322304  31560 33512624    0    0 419040 30922 184171 370487 11  4 54 32  0
 9 40 205072 215886944  31560 33512416    0    0 396160 55170 178771 359627 10  4 54 33  0
 9 40 205072 215441136  31560 33512072    0    0 423120 25517 184640 373119 10  4 53 33  0
11 31 205072 215003792  31560 33511928    0    0 405152 41879 194599 394113 12  4 53 32  0
10 32 205072 214596448  31560 33511672    0    0 379424 69491 191311 387451 11  4 53 32  0
11 26 205072 214158368  31568 33511512    0    0 405168 41923 202778 410788 12  4 52 32  0
 9 29 205072 213732672  31568 33511384    0    0 393840 54064 206898 418456 13  4 51 32  0
 4 30 205072 213300800  31568 33511232    0    0 398208 49977 212612 430925 13  4 50 32  0
13 35 205072 212868160  31568 33511200    0    0 399264 46302 226071 457691 14  4 50 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12 26 205072 212434656  31568 33511104    0    0 399312 46902 234922 476615 15  4 49 32  0
12 28 205072 211995952  31576 33510944    0    0 405168 39272 246552 497435 16  5 47 32  0
25 23 205072 211584640  31576 33510816    0    0 382624 63314 252034 495168 15  5 47 33  0
 9 31 205072 211158208  31576 33510816    0    0 390832 51322 253674 505215 16  5 46 33  0
 8 24 205072 210730400  31576 33510752    0    0 393152 48084 263035 533855 17  5 45 32  0
17 32 205072 210319216  31576 33510672    0    0 376400 64168 264357 537830 18  5 44 33  0
16 29 205072 209882368  31576 33510592    0    0 402384 36361 288682 587629 19  5 43 33  0
21 21 205072 209471184  31584 33510560    0    0 383424 56658 285673 578317 19  5 42 33  0
 5 30 205072 209045856  31584 33510496    0    0 385312 49892 300350 610385 21  6 41 33  0
19 26 205072 208626864  31584 33510432    0    0 387232 46252 317393 648032 23  6 40 31  0
13 18 205072 208226608  31584 33510384    0    0 364032 74267 303444 618279 21  6 41 32  0
20 20 205072 207804016  31584 33510256    0    0 389664 39255 346288 706581 25  6 39 30  0
18 19 205072 207395568  31592 33510128    0    0 371472 59446 334296 681131 24  6 39 31  0
18 19 205072 206993920  31592 33510096    0    0 372256 51758 361664 739143 27  7 38 29  0
14 26 205072 206586864  31592 33510064    0    0 372800 51812 368452 752435 27  7 37 29  0
23 22 205072 206199200  31592 33509992    0    0 355840 70838 350349 717382 25  7 38 30  0
17 19 205072 205783168  31592 33509976    0    0 386384 31965 398312 815645 30  8 35 27  0
17 15 205072 205383776  31592 33509960    0    0 363216 56499 377460 771564 28  7 37 28  0
34 17 205072 204980768  31600 33509816    0    0 374320 40359 399085 819510 30  8 36 26  0
19 22 205072 204584240  31600 33509552    0    0 368768 44199 410008 841938 31  8 35 26  0
24 23 205072 204194752  31600 33509552    0    0 360080 52210 419543 860795 32  8 34 25  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41 12 205072 203809360  31600 33509508    0    0 357776 52336 419626 862243 32  8 34 25  0
