procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 188152 219402912  30464 33464568    3    4   687  1623    0    0 23  4 69  4  0
 1 46 188152 218901600  30840 33465096    0    0 251753 76005 69817 132450  8  2 74 15  0
10 42 188152 218580944  30840 33466896    0    0 265312 198950 93117 186305  6  2 59 33  0
 2 48 188152 218273792  30840 33469460    0    0 271184 196296 101380 192780  7  2 59 32  0
 7 37 188152 217977808  30840 33472040    0    0 269200 194303 94973 186082  6  2 59 33  0
 0 46 188152 217716544  30840 33474920    0    0 234336 233457 98174 186736  7  2 58 33  0
 1 44 188152 217447200  30848 33478004    0    0 246096 222368 96029 186662  8  2 58 33  0
 2 36 188152 217192624  30848 33480872    0    0 226928 242463 92806 175372  5  2 60 33  0
 0 43 188152 216920688  30848 33484316    0    0 245680 218454 102626 198142  7  2 58 34  0
14 29 188152 216650368  30848 33487660    0    0 241824 223731 104543 204064  6  2 59 33  0
 8 35 188152 216356368  30848 33491428    0    0 267952 194713 109589 219468  7  2 58 33  0
11 34 188152 216019328  30848 33496164    0    0 304128 155100 119895 239807  8  3 57 33  0
 3 34 188152 215580864  30856 33502900    0    0 395424 55407 166600 337090 11  3 54 31  0
 9 37 188152 215129760  30856 33509976    0    0 409696 39272 175496 353727 13  4 53 31  0
 0 34 188152 214731120  30856 33517136    0    0 367120 87705 161799 327934 11  3 53 32  0
 4 32 188152 214299104  30856 33524916    0    0 393776 52121 179666 365312 13  4 52 32  0
 7 26 188152 213868192  30856 33532964    0    0 394288 49295 180813 368021 13  4 52 32  0
10 35 188152 213446384  30864 33540648    0    0 384608 62274 177511 360670 12  3 52 32  0
15 27 188152 213031232  30864 33549368    0    0 375504 70792 189686 384998 15  4 50 31  0
 6 27 188152 212610944  30864 33557960    0    0 378816 67722 189052 384461 15  4 50 31  0
11 24 188152 212182496  30864 33567424    0    0 387328 54037 209762 427727 16  4 48 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4 28 188152 211764352  30864 33577340    0    0 374944 64533 214551 434224 16  4 47 32  0
16 24 188152 211326224  30872 33588184    0    0 393936 44889 229335 468127 18  5 45 32  0
 5 30 188152 210978256  30872 33594444    0    0 315056 136449 178207 360891 14  4 50 31  0
14 24 188152 210563360  30872 33605088    0    0 371360 67737 226248 462406 17  5 45 32  0
19 30 188152 210138176  30872 33616980    0    0 380912 55078 243119 497267 20  5 44 31  0
19 21 188152 209723152  30872 33629140    0    0 369072 66873 248503 507698 20  5 45 31  0
16 21 188152 209309744  30880 33641464    0    0 370288 66857 247731 506648 20  5 44 31  0
13 24 188152 208880320  30880 33655116    0    0 382688 46627 258860 529937 21  6 43 31  0
18 20 188152 208473056  30880 33668860    0    0 359872 70001 250164 513200 21  5 43 31  0
16 15 188152 208121904  30880 33680364    0    0 313968 125773 223174 457290 18  5 48 29  0
12 21 188152 207718160  30880 33695104    0    0 356480 66558 281153 576853 23  5 42 29  0
23 20 188152 207307808  30888 33710316    0    0 364352 58623 294489 605643 25  6 41 29  0
21 23 188152 206898096  30888 33726756    0    0 360416 58828 299294 616901 25  6 41 28  0
12 17 188152 206499168  30888 33743360    0    0 351488 65000 312842 642420 27  6 40 27  0
25 12 188152 206101568  30888 33760336    0    0 349984 65863 306129 631205 27  6 40 27  0
15 24 188152 205766464  30888 33775048    0    0 296176 130185 287790 568995 24  6 46 25  0
21 23 188152 205367536  30896 33793104    0    0 349360 61075 347569 683057 29  7 39 26  0
22 25 188152 204976304  30896 33811012    0    0 344272 61540 327828 678475 30  7 38 25  0
27 16 188152 204585664  30896 33830716    0    0 341776 61435 342943 710655 31  7 38 24  0
25 18 188152 204195152  30896 33849800    0    0 342112 61279 342152 709022 31  7 38 23  0
 5 32 188152 203862800  30896 33867000    0    0 292336 123271 311500 648354 29  7 44 21  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26 14 188152 203473952  30908 33887340    0    0 340388 57185 360478 751975 33  7 37 23  0
27  9 188152 203094528  30908 33908480    0    0 332800 62093 367080 765586 34  7 36 22  0
42  9 188152 202719456  30908 33929804    0    0 326016 67088 369219 769331 35  8 36 21  0
14 22 188152 202456256  31320 33944132    0    0 231156 195839 266316 555477 23  5 49 23  0
38 12 188152 202136640  31320 33962532    0    0 279760 124831 325922 686369 30  7 41 22  0
37  7 188152 201815008  31328 33980436    0    0 281728 120917 318818 665154 28  6 42 23  0
 7 16 188152 201538320  31328 33997284    0    0 241008 170436 291195 609535 27  6 44 23  0
32 14 188152 201238560  31328 34014788    0    0 262688 142306 311758 651540 29  7 42 23  0
 0 18 188152 200944608  31328 34032600    0    0 256848 160566 309448 648999 28  7 42 23  0
24 13 188152 200670080  31328 34048652    0    0 241200 161689 296449 622788 27  6 47 19  0
25  9 188152 200354240  31336 34068200    0    0 276800 115115 338095 711478 31  7 41 22  0
42  7 188152 200041120  31336 34087160    0    0 274752 121012 334477 703524 31  7 40 21  0
31  9 188152 199730848  31336 34107220    0    0 270864 117687 350048 740811 33  7 39 20  0
33 11 188152 199496192  31336 34122704    0    0 207824 204919 280568 595237 26  6 49 19  0
39 13 188152 199179200  31336 34142664    0    0 273888 118720 352619 742629 33  8 39 20  0
32 14 188152 198881824  31344 34161648    0    0 261184 133575 339111 713232 31  7 40 21  0
22 22 188152 198568768  31344 34182792    0    0 274400 117718 348969 737947 33  7 40 20  0
33 13 188152 198254240  31344 34203156    0    0 275664 114270 358779 761104 35  8 37 20  0
32  8 188152 198016880  31348 34218704    0    0 208868 201455 289223 615108 27  6 48 19  0
33  8 188152 197710528  31348 34239800    0    0 267360 114507 360598 766962 34  8 39 19  0
31 11 188152 197402272  31348 34261976    0    0 270320 114844 364937 777471 37  8 38 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
21 16 188152 197098384  31356 34283024    0    0 266240 118804 364629 769253 35  8 38 19  0
 8 32 188152 196856096  31356 34300208    0    0 213152 197507 287549 612577 26  6 48 20  0
33 11 188152 196558384  31356 34320112    0    0 260864 124218 351338 744750 34  8 39 19  0
22 17 188152 196252432  31356 34342524    0    0 267248 110694 372618 791985 36  8 38 18  0
