procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 205072 223393728  31276 33507972    2    2   567  1261    0    0 16  3 78  3  0
 3 39 205072 222890864  31632 33508720    0    0 262773 59301 69737 133455  7  2 77 14  0
 2 47 205072 222599456  31640 33507576    0    0 252336 215312 90283 178681  4  2 58 36  0
 0 38 205072 222294656  31640 33506884    0    0 272284 196279 93749 184530  5  2 59 35  0
 5 35 205072 222032288  31640 33506484    0    0 240832 222959 90782 181112  5  2 59 35  0
 4 41 205072 221744224  31640 33506204    0    0 258032 204702 104589 200052  5  2 58 35  0
 1 49 205072 221453552  31640 33506012    0    0 267392 194063 107040 204038  5  2 58 35  0
 4 38 205072 221190048  31640 33505916    0    0 240304 229354 106430 199414  6  2 59 34  0
 4 32 205072 220952704  31648 33505804    0    0 216496 256012 92083 179641  4  2 60 34  0
 1 39 205072 220686368  31648 33505772    0    0 243264 223932 108287 212831  6  2 57 35  0
 2 33 205072 220424480  31648 33505756    0    0 240192 221068 101907 200719  5  2 59 35  0
14 39 205072 220099088  31648 33505700    0    0 298112 159501 131640 265573  7  3 56 34  0
 6 38 205072 219669680  31648 33505676    0    0 391168 58446 173389 349602  9  4 55 33  0
17 28 205072 219223536  31656 33505452    0    0 414384 33647 183127 369676 10  4 54 32  0
 9 35 205072 218789664  31656 33505420    0    0 403168 47210 186991 377779 11  4 53 32  0
 6 33 205072 218352432  31656 33505060    0    0 409168 39570 197098 397608 11  4 52 33  0
18 28 205072 217920784  31656 33505028    0    0 400288 48378 203322 410891 12  4 52 33  0
 7 40 205072 217513328  31656 33505028    0    0 396336 55239 198515 402496 12  4 52 33  0
14 33 205072 217371472  31656 33504888    0    0 396688 49051 214742 432103 14  4 50 32  0
 9 32 205072 217371104  31664 33504744    0    0 392048 56784 214194 432133 13  3 51 32  0
 6 38 205072 217371328  31664 33504616    0    0 402448 45553 218279 440439 14  4 50 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13 28 205072 217370880  31664 33504568    0    0 385520 61442 227449 459240 14  4 50 33  0
12 28 205072 217371376  31664 33504536    0    0 332944 109656 216871 438963 12  4 50 34  0
10 37 205072 217371760  31664 33504380    0    0 257200 185842 196875 397506 10  3 53 34  0
 6 35 205072 217372064  31672 33504272    0    0 254688 186882 200425 405552 10  3 51 36  0
 2 26 205072 217363456  31672 33504936    0    0 259440 185629 209927 426607 11  4 51 35  0
 1 28 205072 217364224  31672 33504744    0    0 270576 179372 208394 423926 11  3 51 35  0
 3 43 205072 217364704  31672 33504620    0    0 262032 181383 198666 403617 10  3 51 36  0
 2 35 205072 217364768  31672 33504576    0    0 260080 183499 212320 429239 10  3 51 35  0
12 28 205072 217365072  31672 33504332    0    0 263552 170629 210090 427031 10  3 52 35  0
11 31 205072 217364704  31680 33504368    0    0 242048 198898 205422 418951  9  3 53 34  0
 7 27 205072 217364736  31680 33504344    0    0 245680 195765 204375 420262 10  3 52 35  0
10 22 205072 217364656  31680 33504164    0    0 248976 191875 208841 425864 10  3 50 37  0
12 32 205072 217364416  31680 33504196    0    0 237472 203014 206313 423025 10  3 52 35  0
 4 34 205072 217364192  31680 33504128    0    0 249264 197878 217704 443208 10  3 51 35  0
 1 32 205072 217364064  31688 33504076    0    0 261232 181270 224812 458176 12  3 49 36  0
 2 33 205072 217363872  31688 33504072    0    0 264192 175518 207975 424890 10  3 50 36  0
12 31 205072 217363760  31688 33504028    0    0 273200 162757 212343 435472 11  3 50 35  0
12 28 205072 217363520  31688 33504012    0    0 234096 205759 207039 423888 10  3 51 35  0
 6 27 205072 217363168  31688 33503960    0    0 247200 193682 212979 435627 11  3 52 34  0
16 25 205072 217363184  31688 33503892    0    0 220336 218599 200917 411945  9  3 52 37  0
 5 33 205072 217363072  31696 33503920    0    0 235408 209471 211486 431021 10  3 51 36  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5 41 205072 217363232  31696 33503944    0    0 264320 182028 218661 446780 11  4 49 36  0
 2 36 205072 217363696  31696 33503940    0    0 277936 155320 221037 449159 13  4 49 35  0
 4 31 205072 217363456  31696 33503940    0    0 262736 185422 210909 427911 12  3 49 35  0
 3 43 205072 217363456  31696 33503932    0    0 287952 152091 221915 450630 13  4 47 36  0
 2 30 205072 217363584  31704 33503760    0    0 285552 146173 226606 458796 12  4 49 35  0
 2 40 205072 217363584  31704 33503672    0    0 312544 134820 233359 472210 14  4 46 36  0
 3 24 205072 217363856  31704 33503676    0    0 291296 145923 236489 479171 14  4 48 34  0
 4 34 205072 217363904  31704 33503552    0    0 286848 149102 235463 463923 14  4 47 35  0
 1 36 205072 217363776  31704 33503544    0    0 288736 144591 249863 489751 14  4 46 35  0
 3 46 205072 217363296  31704 33503444    0    0 316112 131551 244419 496082 15  4 46 35  0
 2 42 205072 217363424  31712 33503460    0    0 281152 155434 241706 489849 14  4 46 35  0
