procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 189432 220559664  30640 33459144    3    4   687  1602    0    0 23  4 69  4  0
 3 38 189432 220058752  31176 33459016    0    0 253805 60960 65074 122832  7  2 78 13  0
 1 43 189432 219761040  31176 33458168    0    0 255072 214196 97863 192426  5  2 58 36  0
 6 46 189432 219479936  31176 33457540    0    0 252972 212254 92619 181201  5  2 58 35  0
 1 49 189432 219190640  31184 33456968    0    0 268880 201339 100801 199815  6  2 58 35  0
10 36 189432 218903456  31184 33456552    0    0 257328 204840 108002 207584  6  2 57 35  0
12 42 189432 218618752  31184 33456424    0    0 261344 206772 103404 194285  5  2 58 34  0
 9 44 189432 218345856  31184 33456148    0    0 247616 222325 107728 205412  6  2 58 34  0
 3 44 189432 218098864  31184 33455972    0    0 228768 244477 99118 189376  5  2 58 35  0
 0 42 189432 217815024  31192 33455748    0    0 260105 206091 111466 214654  7  2 57 34  0
 2 41 189432 217541728  31192 33455700    0    0 252464 218454 101284 201635  6  2 58 35  0
 4 39 189432 217206432  31192 33455636    0    0 309952 152045 125602 251574  7  3 57 33  0
 9 36 189432 216771680  31192 33455364    0    0 402672 50154 170835 338803  9  3 55 33  0
11 34 189432 216327264  31192 33455092    0    0 409488 42350 177250 356778 10  4 54 32  0
13 35 189432 215878512  31200 33454948    0    0 418944 30480 187169 377653 11  4 53 32  0
 9 34 189432 215431744  31200 33454692    0    0 419280 30569 188950 379940 11  4 53 32  0
12 25 189432 214988064  31200 33454632    0    0 415072 35285 204984 414209 12  4 52 31  0
13 36 189432 214542048  31200 33454584    0    0 413872 36225 209947 424048 14  4 51 31  0
 9 37 189432 214106432  31200 33454520    0    0 404816 43926 216957 439014 13  4 51 32  0
10 28 189432 213664496  31208 33454472    0    0 407216 40885 224773 453533 15  5 49 31  0
 7 35 189432 213232112  31208 33454200    0    0 401120 48693 219563 443941 14  4 50 33  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17 24 189432 212781984  31208 33454104    0    0 416336 33060 216183 435143 14  5 50 32  0
18 27 189432 212343392  31208 33453864    0    0 405040 41803 235638 476436 16  4 48 32  0
19 23 189432 211948384  31208 33453744    0    0 363472 83829 231107 468974 15  5 49 31  0
