sysbench 1.0.14 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 56
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

1,56,327.00,12872.78,7402.45,4648.84,821.50,390.30,0.00,0.00
2,56,445.13,16236.82,9282.76,6063.80,890.26,211.60,2.00,0.00
3,56,474.00,16979.84,9925.91,6105.94,947.99,196.89,3.00,0.00
4,56,493.03,18459.04,11000.62,6472.36,986.06,183.21,1.00,0.00
5,56,516.98,21555.29,13530.55,6990.77,1033.97,200.47,3.00,0.00
6,56,499.00,17953.01,9999.01,6956.01,998.00,186.54,2.00,0.00
7,56,443.00,16731.01,9510.01,6335.00,886.00,404.61,2.00,0.00
8,56,567.99,21173.46,12700.68,7336.81,1135.97,173.58,6.00,0.00
9,56,569.01,21220.43,12674.26,7408.15,1138.02,164.45,3.00,0.00
10,56,641.00,23533.87,13579.93,8671.95,1281.99,147.61,3.00,0.00
11,56,998.05,39294.95,23875.19,13423.67,1996.10,104.84,9.00,0.00
12,56,1043.96,38339.49,22636.11,13615.46,2087.92,89.16,1.00,0.00
13,56,1171.99,44432.70,26024.82,16063.89,2343.98,74.46,6.00,0.00
14,56,1186.01,44311.46,26147.27,15792.16,2372.02,78.60,4.00,0.00
15,56,1260.99,44321.51,24962.73,16836.81,2521.97,68.05,8.00,0.00
16,56,1278.02,48200.62,28381.37,17263.22,2556.03,71.83,7.00,0.00
17,56,1381.97,54047.78,32235.28,19048.57,2763.94,66.84,10.00,0.00
18,56,1433.04,52359.55,30132.89,19360.57,2866.08,66.84,10.00,0.00
19,56,1493.95,57022.96,33794.79,20240.28,2987.89,61.08,9.00,0.00
20,56,1510.95,58174.16,34792.90,20359.36,3021.90,66.84,11.00,0.00
21,56,1519.97,57680.00,33498.42,21141.63,3039.95,75.82,7.00,0.00
22,56,1719.12,64665.66,38481.77,22745.64,3438.25,59.99,5.00,0.00
23,56,1590.86,58880.69,34185.92,21513.06,3181.71,66.84,7.00,0.00
24,56,1915.18,69803.55,41092.86,24880.33,3830.36,57.87,6.00,0.00
25,56,2039.11,73272.86,42654.24,26540.40,4078.21,50.11,7.00,0.00
26,56,1956.87,76393.05,46540.98,25938.32,3913.75,58.92,10.00,0.00
27,56,2172.01,79105.43,44832.24,29929.16,4344.02,44.98,6.00,0.00
28,56,2111.04,79326.36,45651.78,29452.51,4222.07,47.47,4.00,0.00
29,56,2288.90,85819.07,49843.72,31397.56,4577.79,44.17,12.00,0.00
30,56,2426.07,91377.51,54257.49,32269.89,4850.13,43.39,8.00,0.00
31,56,2550.05,93780.81,54733.06,33948.66,5099.10,41.10,9.00,0.00
32,56,2566.04,90888.36,51139.77,34613.52,5135.08,40.37,12.00,0.00
33,56,2667.03,98275.96,57229.56,35718.35,5328.05,41.10,10.00,0.00
34,56,2866.89,104005.83,60362.58,37903.48,5739.77,37.56,12.00,0.00
35,56,2876.97,105723.99,61489.41,38480.63,5753.94,36.89,9.00,0.00
36,56,3027.11,115349.15,68310.46,40984.48,6054.22,34.33,13.00,0.00
37,56,2919.92,109919.94,64854.20,39225.91,5839.84,36.24,15.00,0.00
38,56,3128.90,115709.44,66534.96,42916.68,6257.81,33.72,19.00,0.00
39,56,3247.21,119215.72,69600.50,43120.79,6494.42,33.12,18.00,0.00
40,56,3389.87,123423.27,71985.24,44658.29,6779.74,30.81,12.00,0.00
41,56,3349.02,124729.58,72514.34,45517.21,6698.03,31.94,15.00,0.00
42,56,3450.09,129642.53,77286.10,45456.24,6900.19,31.37,14.00,0.00
43,56,3461.01,129469.38,76169.22,46378.13,6922.02,31.94,9.00,0.00
44,56,3685.85,139591.22,82083.60,50135.92,7371.69,27.66,8.00,0.00
45,56,3216.03,119187.12,70084.66,42670.40,6432.06,34.33,11.00,0.00
46,56,3600.10,129566.55,74288.04,48078.32,7200.20,32.53,18.00,0.00
47,56,3819.87,142705.98,82936.08,52130.17,7639.73,27.17,16.00,0.00
48,56,3817.94,142690.75,83281.69,51773.18,7635.88,27.17,16.00,0.00
49,56,3826.36,143789.47,83310.81,52825.95,7652.72,27.17,14.00,0.00
50,56,3551.77,129941.73,75057.22,47780.96,7103.55,30.81,14.00,0.00
51,56,3675.08,135879.10,79746.82,48782.11,7350.17,29.19,16.00,0.00
52,56,3785.93,137644.54,79568.58,50504.10,7571.86,27.66,14.00,0.00
53,56,3770.96,139379.70,82020.23,49817.54,7541.93,28.16,8.00,0.00
54,56,3756.00,143698.94,85331.96,50854.98,7512.00,26.68,19.00,0.00
55,56,3869.04,142473.64,83173.96,51563.59,7736.09,26.68,23.00,0.00
56,56,3836.04,146323.66,87143.99,51510.58,7669.09,27.17,13.00,0.00
57,56,3962.99,144106.74,83099.85,53075.91,7930.99,26.20,14.00,0.00
58,56,3929.01,142922.53,82356.31,52708.20,7858.03,26.20,18.00,0.00
59,56,3895.89,146217.00,85338.66,53086.55,7791.79,27.17,22.00,0.00
60,56,3997.07,148182.53,87158.49,53029.90,7994.14,27.17,18.00,0.00
61,56,4011.86,148890.87,87867.98,52999.18,8023.72,26.20,15.00,0.00
62,56,4044.24,148132.73,85356.03,54688.22,8088.48,26.68,16.00,0.00
63,56,4062.72,146907.76,83300.20,55482.13,8125.43,25.74,12.00,0.00
64,56,4066.23,153352.81,89090.12,56130.23,8132.47,25.74,14.00,0.00
65,56,4138.01,150798.32,86834.19,55688.12,8276.02,25.74,21.00,0.00
66,56,3501.96,129343.65,75262.22,47078.51,7002.93,41.10,12.00,0.00
67,56,4294.95,158944.11,93319.89,57033.32,8590.90,25.74,17.00,0.00
68,56,4054.22,152434.22,88213.76,56112.02,8108.44,26.20,22.00,0.00
69,56,4122.79,153721.30,89878.50,55597.22,8245.59,26.68,9.00,0.00
70,56,4001.87,151282.14,88116.17,55162.23,8003.74,27.66,13.00,0.00
71,56,4326.18,156468.46,90804.75,57011.35,8652.36,25.28,22.00,0.00
72,56,4310.09,159853.29,92826.91,58406.20,8620.18,25.28,27.00,0.00
73,56,4202.88,162060.52,95860.35,57794.40,8405.77,25.28,15.00,0.00
74,56,4333.09,160378.48,93556.03,58156.26,8666.19,25.74,14.00,0.00
75,56,4406.73,166228.86,98537.99,58877.41,8813.46,26.68,26.00,0.00
76,56,4365.32,164605.03,97761.15,58113.25,8730.64,26.20,15.00,0.00
77,56,4421.68,163277.33,95861.15,58572.81,8843.37,26.20,15.00,0.00
78,56,4356.24,162428.97,94474.22,59242.27,8712.48,25.74,17.00,0.00
79,56,4482.81,164389.14,94672.05,60751.46,8965.63,25.74,15.00,0.00
80,56,4327.05,158792.66,92012.96,58125.61,8654.09,26.68,20.00,0.00
81,56,4327.00,159358.89,91641.94,59062.96,8653.99,26.20,16.00,0.00
82,56,4304.15,160779.76,93340.34,58831.11,8608.31,26.68,19.00,0.00
83,56,4457.96,162053.67,92402.24,60735.50,8915.93,26.68,18.00,0.00
84,56,4457.01,162295.31,92965.18,60416.11,8914.02,26.20,19.00,0.00
85,56,3782.14,140385.18,81602.01,51218.89,7564.28,37.56,19.00,0.00
86,56,4448.80,167432.61,98756.64,59778.36,8897.61,26.68,32.00,0.00
87,56,4410.90,164569.16,97168.73,58578.63,8821.79,28.16,22.00,0.00
88,56,4519.26,165458.50,95877.51,60542.48,9038.52,26.68,20.00,0.00
89,56,4566.76,167115.34,96648.99,61332.82,9133.53,26.68,22.00,0.00
90,56,4577.19,169943.10,99640.16,61148.55,9154.38,26.20,22.00,0.00
91,56,4580.88,164554.76,93924.58,61472.41,9157.76,26.68,20.00,0.00
92,56,4594.92,169899.88,99528.17,61177.88,9193.83,26.68,16.00,0.00
93,56,4626.28,171781.49,100156.12,62372.81,9252.57,27.17,19.00,0.00
94,56,4564.75,167372.01,97500.77,60741.74,9129.51,27.17,19.00,0.00
95,56,4636.94,173212.66,100993.63,62946.15,9272.87,27.66,23.00,0.00
96,56,4626.18,174773.79,103165.01,62355.42,9253.36,27.66,26.00,0.00
97,56,4657.04,174520.35,102254.79,62951.49,9314.07,27.17,24.00,0.00
98,56,4588.91,173751.49,102633.93,61939.75,9177.81,27.17,28.00,0.00
99,56,4618.95,172792.22,99483.97,64070.34,9237.90,27.17,18.00,0.00
100,56,4628.99,176092.46,104545.68,62290.81,9255.97,27.17,15.00,0.00
101,56,4680.93,178225.52,106104.52,62757.13,9363.87,28.67,30.00,0.00
102,56,4575.01,167357.42,94990.24,63217.16,9150.02,28.16,23.00,0.00
103,56,4783.93,178052.44,104046.51,64438.07,9567.86,27.17,23.00,0.00
104,56,4046.17,152752.51,89770.82,54889.34,8092.34,34.95,17.00,0.00
105,56,4811.01,179815.47,106001.28,64194.17,9620.03,28.16,27.00,0.00
106,56,4833.03,179128.18,104956.69,64503.43,9668.06,27.66,15.00,0.00
107,56,4791.15,175764.49,100792.15,65390.04,9582.30,27.66,23.00,0.00
108,56,4842.99,176022.72,101801.84,64539.90,9680.98,27.66,28.00,0.00
109,56,4840.89,174606.15,100833.77,64085.59,9686.79,28.16,21.00,0.00
110,56,4754.79,178925.25,104772.46,64643.20,9509.59,28.16,19.00,0.00
111,56,4755.17,181331.32,106976.73,64844.26,9510.33,29.19,21.00,0.00
112,56,4780.87,175351.21,101494.22,64295.24,9561.74,28.67,25.00,0.00
113,56,4605.26,178737.09,106249.00,63276.57,9211.52,29.72,26.00,0.00
114,56,4853.44,182808.78,108303.43,64799.48,9705.87,29.19,18.00,0.00
115,56,4822.19,180608.27,106394.28,64569.60,9644.39,29.19,20.00,0.00
116,56,4918.71,178903.59,104355.93,64710.23,9837.43,29.72,18.00,0.00
117,56,4872.35,180002.83,103497.37,66760.76,9744.69,29.19,26.00,0.00
118,56,4782.10,180144.79,106437.24,64154.35,9553.20,30.26,19.00,0.00
119,56,4913.95,185452.26,111081.96,64531.40,9838.91,28.67,25.00,0.00
120,56,4870.99,181705.79,107124.88,64838.93,9741.99,28.67,26.00,0.00
121,56,4190.10,151826.55,87213.04,56233.31,8380.20,36.89,17.00,0.00
122,56,4990.91,182326.63,105997.04,66347.77,9981.82,28.67,26.00,0.00
123,56,4760.25,183374.53,109471.69,64382.35,9520.49,29.72,21.00,0.00
124,56,4865.69,181363.42,105546.26,66085.78,9731.38,29.19,19.00,0.00
