procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3 188920 219746992  31036 33458256    3    4   689  1612    0    0 23  4 69  4  0
 9 39 188920 219235968  31268 33457420    0    0 257733 76104 76077 143949  8  2 74 16  0
 7 46 188920 218947920  31268 33456492    0    0 258800 207159 92844 182221  5  2 58 35  0
 7 41 188920 218666336  31268 33455948    0    0 255792 209624 99479 186647  5  2 58 34  0
 5 42 188920 218378896  31268 33455660    0    0 264528 199495 94837 185891  5  2 59 35  0
 5 44 188920 218095808  31276 33455468    0    0 258272 203822 102291 201717  5  2 59 34  0
 6 36 188920 217812224  31276 33455292    0    0 256752 209892 98628 193868  5  2 58 35  0
 1 36 188920 217536944  31276 33455148    0    0 240768 226436 101453 199141  5  2 58 34  0
 7 44 188920 217311984  31276 33454908    0    0 217712 254647 95243 182865  5  2 59 34  0
 0 35 188920 217043168  31276 33454812    0    0 231385 235789 105410 205475  6  2 58 35  0
 7 39 188920 216757472  31284 33454720    0    0 258640 206275 120079 237303  7  2 56 35  0
 8 37 188920 216403456  31284 33454544    0    0 326032 130507 139227 279495  7  3 56 34  0
 0 33 188920 215994496  31284 33454368    0    0 392064 60272 164197 329641 10  3 54 33  0
 2 37 188920 215556160  31284 33454144    0    0 386176 64706 177575 359140 10  3 54 33  0
12 36 188920 215128128  31284 33454032    0    0 401216 45361 190346 384488 12  4 53 32  0
 1 43 188920 214714464  31292 33453824    0    0 397056 54218 190797 384669 12  4 52 32  0
 7 33 188920 214285680  31292 33453472    0    0 388032 61957 192140 389273 11  4 52 33  0
 1 37 188920 213853792  31292 33453008    0    0 401600 46191 212805 431204 13  4 51 32  0
 1 40 188920 213454256  31292 33452864    0    0 385664 64214 204798 414260 12  4 51 32  0
13 34 188920 213000336  31292 33452632    0    0 399216 49588 221724 449105 14  4 50 32  0
 6 34 188920 212578112  31292 33452572    0    0 389280 56617 232081 458585 15  5 49 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10 27 188920 212152912  31300 33452556    0    0 390608 56900 232613 471328 15  5 48 33  0
10 35 188920 211749536  31300 33452428    0    0 386304 59627 236185 478757 16  5 47 32  0
 0 38 188920 211318272  31300 33452332    0    0 391840 52771 245350 497697 16  5 47 33  0
11 27 188920 210884272  31300 33452188    0    0 387888 56793 241067 489523 16  5 47 33  0
 6 29 188920 210465648  31300 33452188    0    0 386384 56459 256476 520400 17  5 45 33  0
23 25 188920 210055584  31308 33452188    0    0 375520 64571 274174 556993 18  5 44 33  0
13 26 188920 209625792  31308 33451996    0    0 394608 44270 290283 591581 20  6 42 32  0
12 23 188920 209206560  31308 33451916    0    0 387120 52487 293361 594750 21  5 41 33  0
 8 26 188920 208791024  31308 33451916    0    0 381296 56840 299267 610086 21  6 41 32  0
27 20 188920 208380720  31308 33451908    0    0 376752 60802 297016 600822 21  6 41 32  0
30 23 188920 207970160  31308 33451812    0    0 378160 58726 317358 644975 22  6 40 32  0
23 26 188920 207551776  31316 33451784    0    0 383920 45833 344519 702308 24  7 38 31  0
29 13 188920 207152256  31316 33451720    0    0 367456 64081 334808 682532 24  6 39 31  0
24 16 188920 206751488  31316 33451672    0    0 368496 60552 342463 698705 25  7 38 30  0
16 21 188920 206343904  31316 33451608    0    0 374160 49030 375668 769596 28  8 36 28  0
23 21 188920 205949200  31316 33451512    0    0 362688 63751 364137 743827 27  7 38 29  0
37 16 188920 205560832  31324 33451480    0    0 356496 65720 380800 782331 29  7 37 28  0
27 19 188920 205163664  31324 33451480    0    0 367184 52814 387679 792683 29  8 36 27  0
29 14 188920 204762032  31324 33451416    0    0 370416 46027 404820 830156 31  8 35 26  0
44 10 188920 204364736  31324 33451400    0    0 368080 45340 408888 839599 31  8 35 26  0
41 12 188920 203975488  31324 33451384    0    0 360544 52150 422329 866724 32  9 34 25  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 26 188920 203598768  31332 33451164    0    0 348544 62280 414994 854845 32  8 35 25  0
 1 29 188920 203279552  31332 33451164    0    0 295408 123700 358350 736406 27  7 40 26  0
26 14 188920 202965152  31332 33451100    0    0 292544 128572 348878 718552 26  7 40 26  0
15 22 188920 202703040  31332 33450952    0    0 242528 185559 306993 632564 24  6 43 27  0
33 14 188920 202401632  31332 33450904    0    0 279600 138116 347643 716604 27  7 40 26  0
 5 30 188920 202076000  31332 33450664    0    0 303408 110362 388107 801499 30  8 37 25  0
20 20 188920 201781568  31340 33450664    0    0 292672 121160 385417 799307 30  8 37 25  0
 3 32 188920 201451488  31340 33450536    0    0 291776 120379 388612 802186 30  8 37 25  0
 3 33 188920 201143840  31340 33450536    0    0 286928 124044 376387 778178 29  8 38 25  0
 4 28 188920 200837536  31340 33450440    0    0 285904 125998 382463 791755 30  7 38 24  0
 6 17 188920 200531136  31340 33450376    0    0 287440 120819 400389 831699 32  8 37 24  0
24 18 188920 200217408  31348 33450376    0    0 294432 114134 401646 830485 32  8 37 23  0
10 35 188920 199910144  31348 33450344    0    0 287168 123405 390744 811074 31  8 37 24  0
16 21 188920 199600768  31348 33450328    0    0 290848 113801 413055 858240 33  9 37 22  0
19 17 188920 199295728  31348 33450332    0    0 285328 123589 393600 822417 31  8 37 24  0
37 17 188920 198982592  31348 33450252    0    0 295008 109533 418335 871501 34  8 36 22  0
12 27 188920 198677664  31348 33450092    0    0 287296 116366 406148 842675 32  8 37 23  0
 7 30 188920 198391744  31356 33449476    0    0 276896 128646 395882 833804 32  8 38 22  0
21  7 188920 198070560  31356 33448780    0    0 292704 114237 425113 870254 34  9 35 22  0
28 13 188920 197772816  31356 33448796    0    0 280784 120333 424328 869661 34  9 35 22  0
14 16 188920 197468032  31356 33448748    0    0 286832 116074 427909 866304 34  9 36 21  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7 35 188920 197173824  31364 33448812    0    0 278656 121850 416636 842288 33  8 37 22  0
10 33 188920 196872592  31364 33448716    0    0 284912 111823 434378 916308 36  9 34 20  0
29 11 188920 196590480  31364 33448652    0    0 281984 114265 429879 903489 36  9 34 21  0
10 25 188920 196285168  31364 33448652    0    0 285104 114149 418230 876104 35  9 36 21  0
22 14 188920 196002080  31364 33448576    0    0 273120 124442 411505 863859 34  9 36 21  0
 3 16 188920 195729872  31364 33448600    0    0 253120 150014 390215 827278 33  8 39 20  0
29  6 188920 195441504  31372 33448668    0    0 261520 139752 406600 858071 34  9 37 20  0
14 15 188920 195144240  31372 33448556    0    0 281968 114459 438290 917494 36 10 35 19  0
14 27 188920 194857552  31372 33448524    0    0 271760 123064 424329 898218 36  9 35 20  0
 3 20 188920 194573312  31372 33448436    0    0 269472 119965 427708 907141 37  9 34 20  0
 7 34 188920 194300032  31372 33448392    0    0 255376 135557 416526 885527 35  9 35 20  0
11 16 188920 194026112  31380 33448392    0    0 260672 131500 420212 899246 37  9 35 20  0
 2 18 188920 193744016  31380 33448376    0    0 268352 126637 424829 899663 36  9 35 20  0
 4 28 188920 193464384  31380 33448172    0    0 264112 127535 417462 885073 35  9 36 20  0
14 21 188920 193187872  31380 33448172    0    0 262416 128668 426353 909690 37 10 35 18  0
20 17 188920 192912032  31380 33448108    0    0 263056 125667 427821 918615 37 10 35 18  0
 8 26 188920 192646288  31388 33448132    0    0 252976 133437 421676 903929 37  9 35 18  0
 1 33 188920 192371040  31388 33448164    0    0 260416 132041 417578 889651 36 10 35 19  0
12 33 188920 192100640  31388 33448228    0    0 258032 132391 423611 906894 36 10 35 19  0
18 16 188920 191831360  31388 33447948    0    0 256304 128790 429797 929207 39 10 33 19  0
 8 25 188920 191567312  31388 33447872    0    0 249984 127720 437442 955052 39 10 33 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26  7 188920 191314352  31392 33447620    0    0 241152 139170 413794 905654 38 10 35 17  0
 6 17 188920 191049216  31396 33447592    0    0 251104 130059 430790 936613 39 10 34 17  0
31 13 188920 190786912  31396 33447480    0    0 249136 127497 431966 941277 39 10 34 17  0
 5 32 188920 190524336  31396 33447432    0    0 248896 127585 432515 940381 40 10 34 16  0
19 23 188920 190270304  31396 33446888    0    0 242336 134367 428462 940479 40 10 34 16  0
 5 20 188920 190014848  31396 33446904    0    0 241360 144864 416907 903051 38  9 35 17  0
21 21 188920 189796448  31404 33446916    0    0 207648 188166 374216 818736 34  9 39 18  0
11 19 188920 189538912  31404 33447016    0    0 243216 133243 433071 957038 41 10 33 16  0
21 22 188920 189282800  31404 33447064    0    0 244544 129359 435867 962715 41 11 33 16  0
30  7 188920 189028320  31404 33447096    0    0 242656 127742 440374 978252 42 10 32 15  0
18 27 188920 188775568  31404 33447096    0    0 240720 133574 437333 960223 40 10 33 16  0
 5 23 188920 188523904  31412 33447152    0    0 238416 129075 425822 955831 41 10 34 15  0
 4 21 188920 188270704  31412 33447152    0    0 240096 134635 432339 962050 41 11 33 15  0
22  7 188920 188021648  31412 33447080    0    0 236976 133003 427696 963660 42 10 32 16  0
15 21 188920 187766240  31412 33447056    0    0 244256 129501 438765 980176 42 10 32 15  0
13 14 188920 187506672  31412 33447092    0    0 246784 133072 432105 951489 41 10 33 16  0
16 14 188920 187243920  31412 33447096    0    0 250864 128042 442166 970812 41 11 33 16  0
21  8 188920 186989424  31420 33447144    0    0 241344 133817 426151 943665 41 10 33 16  0
 9 24 188920 186734240  31420 33447112    0    0 243888 130585 440571 963548 40 10 33 16  0
14 13 188920 186491296  31420 33447084    0    0 232768 144405 424051 938369 40 10 34 17  0
 5  9 188920 186241072  31420 33447196    0    0 237136 138458 443381 947952 40 10 34 16  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
32 17 188920 186000448  31420 33447260    0    0 230112 145704 434872 938326 40 10 34 16  0
 5 16 188920 185754992  31428 33447208    0    0 232768 140125 433169 938706 41 10 34 15  0
 7 18 188920 185512336  31428 33447068    0    0 233232 139847 433173 973325 41 10 33 15  0
12 16 188920 185269936  31428 33446940    0    0 229808 140242 439274 978036 42 10 32 15  0
 3 23 188920 185029760  31428 33447168    0    0 230352 144347 425429 948990 41 10 34 15  0
 9 19 188920 184790048  31428 33447296    0    0 227344 143716 423995 952256 41 11 34 15  0
14 29 188920 184583536  31436 33447352    0    0 197680 195349 380584 847722 35  9 39 17  0
 1 16 188920 184351040  31436 33447460    0    0 221248 149316 420739 953944 41 10 34 15  0
11 15 188920 184117792  31436 33447592    0    0 221568 147198 417558 949816 41 10 33 15  0
 8 13 188920 183880464  31436 33447752    0    0 226688 139675 423475 953100 41 10 35 14  0
 8 26 188920 183643984  31436 33447900    0    0 224736 142909 427661 968153 43 11 33 14  0
33  4 188920 183410576  31444 33448060    0    0 222144 142113 423493 965102 42 10 33 14  0
17 30 188920 183175824  31444 33448140    0    0 224592 142312 423294 970501 43 10 32 14  0
16 25 188920 182940448  31444 33448124    0    0 224928 141180 431884 975744 43 11 32 14  0
22 13 188920 182715504  31444 33448052    0    0 215232 148468 419658 967446 41 11 34 14  0
 7  7 188920 182483456  31448 33446872    0    0 216772 146802 398695 924413 41 10 34 14  0
19 16 188920 182257648  31456 33446860    0    0 215784 149136 418150 964211 43 10 34 13  0
 4 21 188920 182026272  31464 33446860    0    0 220528 140491 425929 975743 43 11 33 13  0
11 16 188920 181800096  31464 33446856    0    0 214432 148954 417789 960057 42 11 33 14  0
27 11 188920 181570864  31464 33446560    0    0 218672 140553 431331 993494 44 11 32 13  0
17 13 188920 181338112  31464 33446088    0    0 222032 142439 433317 988048 43 11 33 14  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15 13 188920 181103136  31464 33445824    0    0 221232 141756 424228 972715 43 11 33 13  0
14 14 188920 180882896  31472 33445840    0    0 209456 146309 412599 976478 44 10 33 13  0
 4 26 188920 180663392  31472 33445592    0    0 208944 150005 423795 990051 44 10 32 13  0
 7 16 188920 180436704  31472 33445608    0    0 214896 144033 419544 980230 44 10 33 13  0
13 16 188920 180212144  31472 33445608    0    0 211952 144188 421358 972331 44 11 33 13  0
17 20 188920 179992592  31472 33445432    0    0 207808 146944 417718 981520 44 11 32 13  0
 3 24 188920 179776416  31480 33445208    0    0 205616 144618 423474 1008546 45 11 32 11  0
 1 17 188920 179588672  31480 33445216    0    0 177472 187803 382599 908326 40 10 37 13  0
26  8 188920 179388064  31480 33445192    0    0 190256 169168 410313 949852 42 11 34 13  0
10  7 188920 179180048  31480 33445268    0    0 196656 155105 417808 989153 44 11 33 12  0
