procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 198160 221111712  31304 33447908    3    4   693  1660    0    0 23  4 69  3  0
 9 39 198160 220638048  31796 33449488    0    0 251458 63446 66112 124900  8  2 76 14  0
 0 40 198160 220329536  31796 33449804    0    0 254448 208215 85801 170065  5  1 60 34  0
 6 38 198160 220051280  31796 33452024    0    0 246608 216571 93561 180129  5  2 59 34  0
11 41 198160 219759136  31796 33454520    0    0 267456 198636 92479 180353  5  2 60 33  0
 7 40 198160 219473440  31796 33457268    0    0 250832 209124 95090 182545  5  2 60 34  0
 2 43 198160 219187616  31804 33460264    0    0 257024 206038 95506 182186  5  2 60 33  0
 8 42 198160 218893248  31804 33463460    0    0 267600 191769 107485 204950  6  2 59 33  0
 7 44 198160 218655664  31804 33466388    0    0 212768 256400 84329 165145  5  2 60 33  0
 4 39 198160 218384720  31804 33469932    0    0 244144 218700 99810 195029  6  2 59 34  0
 9 32 198160 218101008  31804 33473084    0    0 258272 206268 96648 188563  6  2 59 33  0
 5 28 198160 217785440  31812 33476968    0    0 286240 170762 114781 228667  8  2 58 32  0
21 30 198160 217344736  31812 33483236    0    0 402976 46526 164905 334102 11  3 55 31  0
 7 40 198160 216899824  31812 33490144    0    0 399424 49896 163420 331547 11  3 54 32  0
 9 29 198160 216459376  31812 33497300    0    0 410608 36967 174708 354445 12  4 53 31  0
 9 34 198160 216000576  31812 33505388    0    0 416560 27769 185647 377384 13  4 52 31  0
12 38 198160 215549216  31812 33513524    0    0 416464 31691 180207 366256 13  4 52 31  0
 9 31 198160 215097600  31820 33521524    0    0 410032 36330 189106 384463 14  4 51 31  0
 8 39 198160 214663984  31820 33530408    0    0 393472 53451 199368 404631 15  4 49 32  0
13 30 198160 214214336  31820 33538896    0    0 407872 37385 202354 411204 15  4 49 32  0
10 26 198160 213766336  31820 33549208    0    0 405440 37699 215070 438708 16  4 47 32  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11 26 198160 213315712  31820 33559852    0    0 404992 38214 217057 442383 17  4 47 32  0
21 26 198160 212916288  31828 33568448    0    0 358768 83243 190764 390734 14  4 50 32  0
11 31 198160 212497216  31828 33580460    0    0 370976 68469 210251 429555 16  4 48 32  0
13 25 198160 212133840  31828 33589528    0    0 333616 108888 202762 413494 16  4 48 32  0
13 27 198160 211727232  31828 33599692    0    0 365456 71250 215004 439993 17  4 47 31  0
 5 24 198160 211328928  31828 33611460    0    0 353744 82782 225160 460574 18  5 46 32  0
14 21 198160 210926400  31828 33623532    0    0 363552 74842 228797 469355 19  4 45 32  0
19 22 198160 210528368  31836 33635648    0    0 351680 77725 241725 492995 20  5 44 31  0
 4 32 198160 210126960  31836 33647632    0    0 359760 72085 258318 530242 21  5 44 30  0
28 14 198160 209731632  31836 33662456    0    0 352880 76795 253168 520836 21  5 43 30  0
16 22 198160 209336416  31836 33675696    0    0 350608 74434 265764 541048 22  5 43 30  0
11 28 198160 208954896  31836 33689824    0    0 338224 89231 264823 520074 21  5 44 31  0
12 24 198160 208565008  31844 33703096    0    0 346016 77464 278853 566295 24  6 42 28  0
17 22 198160 208171056  31844 33720564    0    0 345984 77375 282295 581032 24  6 42 28  0
16 17 198160 207787040  31844 33735556    0    0 342368 76285 286046 589833 24  6 42 28  0
20 14 198160 207396640  31844 33751736    0    0 342560 73249 294967 608004 25  6 42 27  0
22 18 198160 206996064  31844 33769272    0    0 348480 65466 299694 619455 26  6 41 27  0
18 16 198160 206625280  31844 33786432    0    0 327904 84328 300095 621337 27  6 41 27  0
11 24 198160 206248000  31852 33804144    0    0 334432 77578 314232 650489 28  6 40 26  0
 8 20 198160 205880816  31852 33820652    0    0 324144 86747 319851 662134 28  7 40 25  0
24 19 198160 205500480  31852 33839116    0    0 333216 68494 336042 698313 30  7 40 24  0
